project_id,worksite_id,worksite_name,award_year,place_fip,geo_id,name,name_w_type,type_code,fips_code,area_land,area_water
705238,7201722,Tarup Creek - restoration project mapping,2003,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
705238,7201719,Ah Pah Creek - restoration project mapping,2003,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
705238,7201727,"Blue Creek, W. Fk. - restoration project mapping",2003,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
705238,7201720,Hunter Creek - restoration project mapping,2003,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
705238,7201728,High Prairie Creek - restoration project mapping,2003,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
705238,7201721,Moon Creek - restoration project mapping,2003,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
705238,7201724,Turwar Creek - restoration project mapping,2003,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
705238,7201726,"Blue Creek, W. Fk. - restoration project mapping",2003,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
705238,7201723,McGarvey Creek - restoration project mapping,2003,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
705253,7201658,City of Fortuna - Fortuna River Lodge (salmonid restoration conference),2003,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
705256,7201659,Arroyo Grande (United Methodist Camp) - culvert/road restoration training,2003,02868,0602868,Arroyo Grande,Arroyo Grande city,25,C1,15382200,0
705269,7201532,Big-Navarro-Garcia HUC - juvenile salmonid abundance monitoring,2003,85642,0685642,Willow Creek,Willow Creek CDP,57,U1,78501415,777004
705269,7201533,French Creek Watershed - juvenile salmonid abundance monitoring,2003,85642,0685642,Willow Creek,Willow Creek CDP,57,U1,78501415,777004
705269,7201531,Mad River-Redwood Creek Watershed - juvenile salmonid abundance monitoring,2003,85642,0685642,Willow Creek,Willow Creek CDP,57,U1,78501415,777004
705269,7201535,Freshwater Creek Watershed - validation monitoring,2003,85642,0685642,Willow Creek,Willow Creek CDP,57,U1,78501415,777004
705269,7201534,McGarvey Creek Watershed - validation monitoring,2003,85642,0685642,Willow Creek,Willow Creek CDP,57,U1,78501415,777004
705269,7201530,Klamath River Watershed (Lower) - juvenile salmonid abundance monitoring,2003,85642,0685642,Willow Creek,Willow Creek CDP,57,U1,78501415,777004
705271,7200383,Salmonid Riparian Education Project,2003,83794,0683794,Weaverville,Weaverville CDP,57,U1,33363065,0
705275,7200451,Gannon Slough - channel realignment/instream/fish passage,2003,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
705275,7200453,Gannon Slough - riparian plantings,2003,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
705275,7200455,Gannon Slough - tidegate installation/fish passage improvement,2003,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
705300,7200456,Lindsay Creek (Burnt Stump Ln) - fish passage improvement,2003,24008,0624008,Fieldbrook,Fieldbrook CDP,57,U1,27111305,9982
705319,7208382,Salmon in the Classroom Program,2003,23042,0623042,Eureka,Eureka city,25,C1,24698637,13130764
705322,7200549,Terwer Creek - riparian restoration/bank stabilization,2003,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
705323,7201607,Del Norte/Humboldt/Mendocino/Siskiyou/Trinity Counties (coastal watersheds) - organizational support (Redding Centerpoint),2003,71218,0671218,Shasta,Shasta CDP,57,U1,28325227,11513
705328,7201612,Salt River Watershed - public involvement/restoration planning,2003,23042,0623042,Eureka,Eureka city,25,C1,24698637,13130764
705334,7201536,Topanga Creek Watershed (Lower) - steelhead monitoring,2003,78960,0678960,Topanga,Topanga CDP,57,U1,49538336,19528
705335,7200457,Soldiers Creek - Dutch Bill Rd Crossings 1-2 (fish passage improvements),2003,37596,0637596,Junction City,Junction City CDP,57,U1,68728396,87697
705344,7200477,Trinity River (Poker Bar north bridge) - bridge replacement,2003,19724,0619724,Douglas City,Douglas City CDP,57,U1,78799839,32384
705344,7200476,Trinity River (Bucktail Bridge) - road/culvert upgrade,2003,19724,0619724,Douglas City,Douglas City CDP,57,U1,78799839,32384
705344,7200478,Trinity River (Poker Bar south bridge) - bridge replacement,2003,19724,0619724,Douglas City,Douglas City CDP,57,U1,78799839,32384
705349,7200441,San Luis Obispo and Santa Barbara Counties - salmonid education,2003,68154,0668154,San Luis Obispo,San Luis Obispo city,25,C1,34458922,379316
705350,7201709,Rincon Creek Watershed - organizational support,2003,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
705376,7201624,San Luis Obispo-Santa Barbara-Ventura Counties (within ESU) - restoration training/planning,2003,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
705389,7201540,"Felta Creek - fish and habitat monitoring, coho reintroduction",2003,24960,0624960,Forestville,Forestville CDP,57,U1,13615411,0
705389,7201546,"Ward Creek - fish and habitat monitoring, coho reintroduction",2003,24960,0624960,Forestville,Forestville CDP,57,U1,13615411,0
705389,7201544,"Willow Creek (Russian River) - fish and habitat monitoring, coho reintroduction",2003,24960,0624960,Forestville,Forestville CDP,57,U1,13615411,0
705389,7202048,Dutch Bill Creek - fish and habitat monitoring (control stream),2003,24960,0624960,Forestville,Forestville CDP,57,U1,13615411,0
705389,7201548,Olema Creek - fish and habitat monitoring (control stream),2003,24960,0624960,Forestville,Forestville CDP,57,U1,13615411,0
705389,7201541,"Mill Creek (Dry Cr.) - fish and habitat monitoring, coho reintroduction",2003,24960,0624960,Forestville,Forestville CDP,57,U1,13615411,0
705389,7201545,"Sheephouse Creek - fish and habitat monitoring, coho reintroduction",2003,24960,0624960,Forestville,Forestville CDP,57,U1,13615411,0
705389,7201547,Green Valley Creek - fish and habitat monitoring (control stream),2003,24960,0624960,Forestville,Forestville CDP,57,U1,13615411,0
705389,7201542,"Freezeout Creek - fish and habitat monitoring, coho reintroduction",2003,24960,0624960,Forestville,Forestville CDP,57,U1,13615411,0
705397,7200465,Janes Creek - dam removal/crossing upgrade (fish passage improvement),2003,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
705406,7201552,South-Central and Southern California Steelhead ESU's - steelhead genetic study,2003,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
705410,7200558,San Geronimo Creek - Site ST-3 (bank stabilization),2003,86216,0686216,Woodacre,Woodacre CDP,57,U1,4653150,0
705410,7200557,San Geronimo Creek - Site ST-8 (bank stabilization),2003,86216,0686216,Woodacre,Woodacre CDP,57,U1,4653150,0
705416,7201769,Coastal California Watersheds - salmonid restoration project database,2003,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
705419,7201655,California Coastal Anadromous Watersheds - scientific and technical support (centerpoint),2003,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
705422,7006600,California Coastal Anadromous Watersheds - salmonid monitoring plan (centerpoint),2002,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
705426,7006611,California Coastal Anadromous Watersheds - monitoring protocol development (Centerpoint),2002,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
706346,7006446,California Coastal Anadromous Watersheds - scientific aides (centerpoint),2000,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
706348,7006450,California Coastal Anadromous Watersheds - restoration effectiveness monitoring development (centerpoint),2000,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
706349,7007485,San Pablo Bay (location estimated) - Chinook acclimation/release,2002,16000,0616000,Concord,Concord city,25,C1,79130630,0
706350,7203522,San Pablo Bay - site Acclimation Pens (Chinook acclimation and release),2003,16000,0616000,Concord,Concord city,25,C1,79130630,0
706357,7203527,Update/Reprint Salmon Stamp Brochure and Web Pages,1998,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
706358,7203528,Genetic Analysis of Tissue Sample Collection,1998,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
706360,7203529,Spring-run Chinook Salmon Workgroup Program,1998,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
706361,7203530,Winter-run Captive Broodstock Program,1997,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
706363,7203531,Gear Selectivity Study (Coho Incidence),1996,25058,0625058,Fort Bragg,Fort Bragg city,25,C1,7508182,86606
706364,7203532,Winter-run Captive Broodstock Program,1996,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
706365,7203533,Salmonid Stream Habitat Restoration Field School,1996,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
706367,7203534,Salmonid Stream Habitat Restoration Field School,1995,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
706368,7203535,Coastal Salmon Natural Community Initiative Meetings,1995,77805,0677805,Tamalpais-Homestead Valley,Tamalpais-Homestead Valley CDP,57,U2,12135246,159394
706369,7203536,Winter-run Captive Broodstock Program,1995,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
706370,7203537,Bodega Marine Laboratory,1994,07260,0607260,Bodega Bay,Bodega Bay CDP,57,U1,21612540,10823439
706372,7203539,Spring Run Chinook Recovery Workgroup Meetings,1994,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
706373,7203540,Mobile Net Pen Holding of Salvaged Salmon,1993,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
706374,7203541,Bodega Marine Laboratory,1993,07260,0607260,Bodega Bay,Bodega Bay CDP,57,U1,21612540,10823439
706375,7203542,Sacramento River,1992,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
706377,7203544,Decals to Label Salmon Stamp Equipment,1992,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
720003,7207664,West Weaver Creek Watershed - China Gulch Sites 1-6 (upland erosion control) and planting,2000,83794,0683794,Weaverville,Weaverville CDP,57,U1,33363065,0
720006,7201092,Turwar Creek - riparian planting,2000,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
720006,7201095,Blue Creek - riparian planting,2000,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
720006,7201093,McGarvey Creek - riparian planting,2000,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
720006,7200181,Hunter Creek - riparian planting,2000,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
720006,7201097,Rowdy Creek - riparian planting,2000,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
720006,7201096,Ah Pah Creek - riparian planting,2000,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
720006,7201098,Little Mill Creek - riparian planting,2000,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
720009,7200182,Barker Creek - bank stabilization/riparian plantings,2000,32562,0632562,Hayfork,Hayfork CDP,57,U1,186854161,58222
720010,7200183,Carr Creek - riparian enhancement,2000,32562,0632562,Hayfork,Hayfork CDP,57,U1,186854161,58222
720027,7201424,Southern California Counties - outreach/education,2000,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
720061,7200306,Mynot Creek - Mynot Creek Road (fish passage improvement),2002,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
720064,7200308,Napa River - restoration planning,2002,63400,0663400,Rutherford,Rutherford CDP,57,U1,4350420,10389
720065,7200309,Miller Creek Watershed (Lucas Valley Road) - culvert upgrade,2002,68364,0668364,San Rafael,San Rafael city,25,C1,42960192,15426850
720068,7202372,California Coast Coho Salmon ESU - population genetic analysis,2002,67000,0667000,San Francisco,San Francisco city,25,C1,121507089,479146790
720068,7200315,Southwest Fisheries Science Center - population genetic analysis,2002,67000,0667000,San Francisco,San Francisco city,25,C1,121507089,479146790
720070,7200362,Sonoma Creek Watershed - Jack London State Historical Park (instream restoration planning),2002,30028,0630028,Glen Ellen,Glen Ellen CDP,57,U1,5438518,2744
720085,7200330,Topanga Canyon - bank stabilization planning,2002,78960,0678960,Topanga,Topanga CDP,57,U1,49538336,19528
720086,7200331,Carpinteria Creek - culvert upgrade/fish passage improvement,2002,11446,0611446,Carpinteria,Carpinteria city,25,C1,6704026,17313119
720108,7200129,Mendocino RCD Watershed Program Coordinator,2001,81134,0681134,Ukiah,Ukiah city,25,C1,12390978,116878
720110,7200132,Tomales Bay Watershed (additional subwatersheds) - organizational support,2001,36616,0636616,Inverness,Inverness CDP,57,U1,16575450,1130139
720113,7200246,San Geronimo Creek - Roy's Pools (riparian plantings),2001,67070,0667070,San Geronimo,San Geronimo CDP,57,U1,3906938,0
720116,7200138,Northern and Central Regions Coastal Counties - archaeological and rare plant surveys,2001,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
720125,7200257,Rocky Gulch - unnamed tributary (culvert removal/bank stabilization),2001,36420,0636420,Indianola,Indianola CDP,57,U1,3656939,483
720137,7200270,Barker Creek - pump installation/irrigation improvements,2001,32562,0632562,Hayfork,Hayfork CDP,57,U1,186854161,58222
720148,7200282,Topanga Creek Watershed - watershed assessment,2001,78960,0678960,Topanga,Topanga CDP,57,U1,49538336,19528
720149,7202146,CDFG Fortuna Office - education/training,2001,60620,0660620,Richmond,Richmond city,25,C1,77840004,58164107
720149,7201764,Los Osos Creek Watershed - watershed assessment/restoration monitoring,2001,60620,0660620,Richmond,Richmond city,25,C1,77840004,58164107
720149,7201762,Chorro Creek Watershed - watershed assessment/restoration monitoring,2001,60620,0660620,Richmond,Richmond city,25,C1,77840004,58164107
720151,7200284,San Antonio Creek - Soule Park (stream survey/assessment),2001,53476,0653476,Ojai,Ojai city,25,C1,11281691,39811
720152,7200285,Ventura River Watershed (Ventura River portion) - steelhead suitability index,2001,53182,0653182,Oak View,Oak View CDP,57,U1,8822791,0
720152,7201757,Ventura River Watershed (Matilija Creek portion) - steelhead suitability index,2001,53182,0653182,Oak View,Oak View CDP,57,U1,8822791,0
720153,7200287,Southwest Fisheries Science Center - population genetic analysis,2001,67000,0667000,San Francisco,San Francisco city,25,C1,121507089,479146790
720153,7202220,California Coast Coho Salmon ESU - population genetic analysis,2001,67000,0667000,San Francisco,San Francisco city,25,C1,121507089,479146790
720161,7201765,Lagunitas Creek Watershed - native plant collection,2001,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
720161,7200374,San Geronimo Creek Watershed - riparian plantings,2001,39283,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,10998147,0
720163,7200375,Browns Creek - Browns #1 crossing (fish passage design),2001,16434,0616434,Corralitos,Corralitos CDP,57,U1,23273553,37138
720177,7203613,Topanga Creek - Topanga State Park reach (steelhead monitoring),2004,78960,0678960,Topanga,Topanga CDP,57,U1,49538336,19528
720184,7204924,"SLO, Santa Barbara, & Ventura Counties (coastal watersheds) - steelhead recovery support",2004,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
720195,7203564,North and Bay Area Counties (coastal watersheds) - (watershed stewardship),2004,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
720199,7203710,San Geronimo Creek Watershed - Bates Canyon Creek (fish passage improvement),2004,67070,0667070,San Geronimo,San Geronimo CDP,57,U1,3906938,0
720203,7203815,California Coastal Anadromous Watersheds - CHRPD data collection & management (centerpoint),2004,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
720207,7203810,Redwood Creek - Lower Rotary screw trap (juvenile salmonid downstream migration study),2004,54218,0654218,Orick,Orick CDP,57,U1,12290818,270118
720208,7203565,Adaptive Watershed Improvement Projects 2004 (centerpoint),2004,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
720209,7203806,California Coastal Anadramous Watersheds - coho & steelhead data and information node development (centerpoint),2004,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
720212,7203761,California Coastal Anadramous Watersheds - fish passage data collection & management (centerpoint),2004,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
720222,7203617,Freshwater Creek - Tidal portions (salmonid estuary use/residence monitoring),2004,50188,0650188,Myrtletown,Myrtletown CDP,57,U1,5436579,212721
720222,7203616,Freshwater Creek - Tidal portions (salmonid estuary use/residence monitoring),2004,50188,0650188,Myrtletown,Myrtletown CDP,57,U1,5436579,212721
720245,7203732,Scott River Restoration / Education Project,2004,22972,0622972,Etna,Etna city,25,C1,1967952,2444
720262,7205978,Trinity River Watershed - salmonid habitat education,2004,36098,0636098,Hyampom,Hyampom CDP,57,U1,52507399,0
720269,7203570,Solstice Creek - Corral Canyon Road (fish passage improvement),2004,45246,0645246,Malibu,Malibu city,25,C1,51403234,205274315
720270,7210221,Wolverton Gulch,2004,36126,0636126,Hydesville,Hydesville CDP,57,U1,19424163,0
720273,7203612,Pescadero Creek - Sequoia Flat Crossing (road crossing upgrade),2004,42384,0642384,Loma Mar,Loma Mar CDP,57,U1,4487609,0
720273,7203611,Pescadero Creek - dam barrier removal,2004,42384,0642384,Loma Mar,Loma Mar CDP,57,U1,4487609,0
720279,7203566,Turwar Creek - bank stabilization and riparian restoration,2004,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
720352,7208268,Napa County RCD - Center Point (City of Napa),2004,50258,0650258,Napa,Napa city,25,C1,46740284,792174
720354,7205610,Smith River Watershed - watershed coordinator support,2004,17022,0617022,Crescent City,Crescent City city,25,C1,5085115,1169624
720372,7203662,"Eel River Watershed, Lower - organizational support",2004,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
720378,7205973,Lindsay Creek Watershed - watershed organizational support,2004,24008,0624008,Fieldbrook,Fieldbrook CDP,57,U1,27111305,9982
720383,7203649,North Coast Watersheds - Shasta Valley RCD anadramous watersheds (fisheries program support),2004,71218,0671218,Shasta,Shasta CDP,57,U1,28325227,11513
720387,7203579,California Coastal Anadramous Watersheds - CCC fish habitat specialists (centerpoint),2004,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
720394,7203610,Humboldt Bay Watershed - coho recovery technical support,2004,50188,0650188,Myrtletown,Myrtletown CDP,57,U1,5436579,212721
720411,7203618,San Geronimo Creek Watershed - upland erosion inventory & assessment,2004,67070,0667070,San Geronimo,San Geronimo CDP,57,U1,3906938,0
720419,7203619,Salt Creek Watershed - geomorphic and hydrologic assessment,2004,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
720430,7203670,Jacoby Creek Watershed - Lower Jacoby Creek restoration site (restoration planning),2004,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
720442,7205981,Camp and Tryon Creek Watersheds - sediment inventory/restoration planning,2004,25086,0625086,Fort Dick,Fort Dick CDP,57,U1,8331464,662
720442,7205980,"Little Mill, Sultan, and Peacock Creek watersheds - sediment inventory/restoration planning",2004,25086,0625086,Fort Dick,Fort Dick CDP,57,U1,8331464,662
720453,7203817,Dutch Bill Creek - Market St. culvert (fish passage improvement design),2004,53266,0653266,Occidental,Occidental CDP,57,U1,12862112,0
720458,7202156,Indian Creek Watershed - Indian Creek Ranch (decommission diversion ditch),2003,19724,0619724,Douglas City,Douglas City CDP,57,U1,78799839,32384
720460,7202166,Salt River Watershed - public involvement/restoration planning,2002,23042,0623042,Eureka,Eureka city,25,C1,24698637,13130764
720463,7203553,Indian Creek - Indian Creek Ranch Diversion (water rights change application),2002,19724,0619724,Douglas City,Douglas City CDP,57,U1,78799839,32384
720471,7202236,Northern and Central Regions Coastal Counties - archaeological and rare plant surveys,2002,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
720473,7202252,Rowdy Creek - Rowdy Creek Fish Hatchery (streambank stabilization/riparian plantings),2002,72380,0672380,Smith River,Smith River CDP,57,U1,11461740,38079
720480,7202291,Hunter Creek - bank stabilization/riparian plantings,2002,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
720498,7202394,Salt Creek - instream structures/riparian restoration/planning,2002,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
720499,7202395,Belleview Creek - fish barrier removal planning,2002,60900,0660900,Rio Dell,Rio Dell city,25,C1,5907972,350987
720512,7203555,California Coastal Anadromous Watersheds - DFG habitat manual printing,2000,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
720513,7203556,California Coastal Anadromous Watersheds - printing of Habitat Manual Part X,2001,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
721471,7206740,Mill Creek - Phase 6 (channel restoration),2005,16728,0616728,Covelo,Covelo CDP,57,U1,18377116,111658
721478,7206729,California Coastal Watersheds - archeological and rare plant surveys (centerpoint),2005,52582,0652582,Novato,Novato city,25,C1,71159604,1320903
721489,7206744,California Coastal Watersheds - fish passage assessment database (centerpoint),2005,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
721494,7206745,California North and Central Coast Watersheds - fisheries data consolidation and distribution,2005,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
721498,7207485,Smith River Watershed - 2006 Coho Confab,2005,17022,0617022,Crescent City,Crescent City city,25,C1,5085115,1169624
721500,7206737,California Coastal Watersheds - salmonid restoration project database (centerpoint),2005,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
721515,7208763,South Coast Streams - Santa Barbara County (watersheds within county),2005,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
721516,7206825,Lindsay Creek/Roney Creek Culvert,2005,24008,0624008,Fieldbrook,Fieldbrook CDP,57,U1,27111305,9982
721525,7206827,"Eel Watershed, S Fk/Van Duzen/Eel River Watershed (lower) - watershed coordinators/organizational support",2005,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
721552,7206813,San Luis Obispo and Santa Barbara Counties - salmonid education,2005,68154,0668154,San Luis Obispo,San Luis Obispo city,25,C1,34458922,379316
721556,7206922,Rocky Gulch - Old Arcata Rd. crossing (fish passage improvement),2005,36420,0636420,Indianola,Indianola CDP,57,U1,3656939,483
721565,7206834,San Lorenzo River Watershed - historical steelhead genetic monitoring,2005,53000,0653000,Oakland,Oakland city,25,C1,144861286,57244212
721565,7206835,Salinas River Watershed - historical steelhead genetic monitoring,2005,53000,0653000,Oakland,Oakland city,25,C1,144861286,57244212
721565,7206832,Coyote Creek Watershed - historical steelhead genetic monitoring,2005,53000,0653000,Oakland,Oakland city,25,C1,144861286,57244212
721565,7206831,"Eel River, S. Fk. Watershed - historical steelhead genetic monitoring",2005,53000,0653000,Oakland,Oakland city,25,C1,144861286,57244212
721565,7206833,Lagunitas Creek Watershed - historical steelhead genetic monitoring,2005,53000,0653000,Oakland,Oakland city,25,C1,144861286,57244212
721566,7208479,FishNet 4C - Fishery Network of the Central California Coastal Counties,2005,52582,0652582,Novato,Novato city,25,C1,71159604,1320903
721569,7207175,Oregon Slough - Meamber Site (riparian planting),2005,48690,0648690,Montague,Montague city,25,C1,4604513,39458
721572,7206848,Southern California Watersheds (select) - fish habitat specialists (restoration support),2005,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
721573,7206845,Humboldt County - Salmon in the Classroom Program (salmonid education),2005,50188,0650188,Myrtletown,Myrtletown CDP,57,U1,5436579,212721
721580,7206852,Smith River Watershed - watershed restoration coordination,2005,17022,0617022,Crescent City,Crescent City city,25,C1,5085115,1169624
721590,7207716,Monterey Bay release of Mokelume Chinook smolts (Chinnok salmon recovery project),2005,69112,0669112,Santa Cruz,Santa Cruz city,25,C1,32996599,7998548
721591,7206978,Trinity River - Indian Creek Area RM 93.77-96.5 (flow rehabilitation project),2005,19724,0619724,Douglas City,Douglas City CDP,57,U1,78799839,32384
721595,7206863,Northern Humboldt Bay organizational support/conservation easement planning (center point),2005,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
721599,7207007,Redwood Creek Watershed - Big Lagoon Wetland (wetland and channel restoration),2005,49950,0649950,Muir Beach,Muir Beach CDP,57,U1,1276408,0
721604,7206994,Salmon & Riparian Habitat Education Project,2005,83794,0683794,Weaverville,Weaverville CDP,57,U1,33363065,0
721620,7206866,Arroyo Grande Creek - stream gage (barrier modification planning),2005,02868,0602868,Arroyo Grande,Arroyo Grande city,25,C1,15382200,0
721623,7207079,Santa Rosa Creek - bank stabilization and instream habitat structures,2005,10074,0610074,Cambria,Cambria CDP,57,U1,21803724,0
721634,7206870,Terwer Creek - Site 1 (bank stabilization and riparian restoration),2005,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
721646,7207040,Scott River Watershed - Etna Elementary School (environmental education),2005,22972,0622972,Etna,Etna city,25,C1,1967952,2444
721657,7207050,Calabazas Creek - Dunbar Rd. crossing (fish passage improvement planning),2005,30028,0630028,Glen Ellen,Glen Ellen CDP,57,U1,5438518,2744
721657,7207049,Carriger Creek - Grove St. crossing (fish passage improvement planning),2005,30028,0630028,Glen Ellen,Glen Ellen CDP,57,U1,5438518,2744
721657,7207048,Yulupa Creek - Warm Springs Rd. crossing (fish passage improvement planning),2005,30028,0630028,Glen Ellen,Glen Ellen CDP,57,U1,5438518,2744
721673,7207052,Northern California Coastal Watersheds - salmonid monitoring sample frame development,2005,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
721697,7206935,Chadd Creek - Hwy 101 culvert (fish passage improvement),2005,59906,0659906,Redcrest,Redcrest CDP,57,U1,1549190,0
721701,7206937,Redwood Creek Watershed - Lower Smolt Trap Site (juvenile salmonid monitoring,2005,54218,0654218,Orick,Orick CDP,57,U1,12290818,270118
721725,7206955,"Bear Creek Watershed, S. Fk. - King Peak Road (road upgrades)",2005,71372,0671372,Shelter Cove,Shelter Cove CDP,57,U1,15098010,0
721727,7206945,Jacoby Creek - Jacoby Creek/Gannon Slough Wildlife Area (water rights purchase),2005,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
721751,7204971,"Eel River, S. Fk., E. Br. - bank stabilization",2004,05262,0605262,Benbow,Benbow CDP,57,U1,12641980,0
721776,7205064,Salt Creek Watershed - riparian fencing and restoration,2004,38702,0638702,Klamath,Klamath CDP,57,U1,44592620,0
721790,7205082,Salmon Creek - Osmosis site (bank stabilization),2004,53266,0653266,Occidental,Occidental CDP,57,U1,12862112,0
721801,7205121,Shasta and Scott River Watersheds - coho recovery team facilitation,2002,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
721802,7205122,Coastal California Watersheds - salmonid restoration project database,2002,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
721805,7205123,City of Sacramento - Alpine Ave Office (salmonid tissue archive assistants),2003,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
721820,7205488,Central Valley - steelhead genetic and population study,2003,64000,0664000,Sacramento,Sacramento city,25,C1,255399993,5413141
721823,7205490,Rowdy Creek - Rowdy Creek Fish Hatchery (steelhead fin clipping),2003,72380,0672380,Smith River,Smith River CDP,57,U1,11461740,38079
721829,7205495,Woodacre Creek - Crescent Drive crossing (fish passage improvement/daylighting),2003,86216,0686216,Woodacre,Woodacre CDP,57,U1,4653150,0
721830,7205496,Salmon Creek Watershed - Salmon Creek School (salmonid/watershed education),2003,53266,0653266,Occidental,Occidental CDP,57,U1,12862112,0
721841,7205513,Campbell Creek/Gannon Slough - riparian fencing and plantings,2003,02476,0602476,Arcata,Arcata city,25,C1,24399923,5229392
721842,7205514,California Coastal Anadramous Watersheds - Fish Passage Success Stories DVD,2003,25296,0625296,Fortuna,Fortuna city,25,C1,13592673,4768
721871,7205535,Carpinteria Creek - Hwy 101 to Mouth (arundo removal and riparian restoration),2003,11446,0611446,Carpinteria,Carpinteria city,25,C1,6704026,17313119
721875,7205539,San Geronimo Creek - San Geronimo Golf Course (bank stabilization and riparian plantings),2004,67070,0667070,San Geronimo,San Geronimo CDP,57,U1,3906938,0
721877,7205541,Santa Rosa Creek - Burton Bridge crossing (fish passage improvement),2004,10074,0610074,Cambria,Cambria CDP,57,U1,21803724,0
721878,7205542,City of Santa Barbara - Santa Barbara Veteran's Memorial Center (salmonid restoration conference),2004,69070,0669070,Santa Barbara,Santa Barbara city,25,C1,50523520,58265316
